pathDomainRatio,domain_token_count,domainUrlRatio,SymbolCount_Domain,LongestPathTokenLength,domainlength,tld,NumberofDotsinURL,argDomanRatio,pathurlRatio,host_letter_count,delimeter_path,pathLength,Entropy_Domain,urlLen,subDirLen,ldl_url,CharacterContinuityRate,longdomaintokenlen,SymbolCount_Directoryname,Target
2.9166667,2.0,0.22222222,1.0,29.0,12.0,2.0,2.0,0.16666667,0.6481481,11.0,4.0,35.0,0.860528527,54.0,35.0,0.0,0.8333333,9.0,2.8788417987706243,0
9.1,2.0,0.09259259,1.0,79.0,10.0,2.0,2.0,7.5,0.8425926,9.0,1.0,91.0,0.796657624,108.0,91.0,0.0,0.7,6.0,1.0,0
2.2666667,2.0,0.26785713,1.0,12.0,15.0,2.0,2.0,0.4,0.60714287,11.0,3.0,34.0,0.79523358,56.0,34.0,1.0,0.8,11.0,1.0,0
3.0,2.0,0.21818182,1.0,30.0,12.0,2.0,2.0,0.16666667,0.6545454,11.0,4.0,36.0,0.860528527,55.0,36.0,0.0,0.8333333,9.0,2.8788417987706243,0
4.3333335,2.0,0.1724138,1.0,24.0,15.0,2.0,1.0,0.13333334,0.74712646,14.0,0.0,65.0,0.89761679,87.0,65.0,7.0,0.8,11.0,9.0,0
10.1875,3.0,0.086021505,2.0,52.0,16.0,3.0,4.0,7.9375,0.8763441,13.0,6.0,163.0,0.831954883,186.0,163.0,4.0,0.5625,9.0,18.0,0
2.9166667,2.0,0.22222222,1.0,29.0,12.0,2.0,2.0,0.16666667,0.6481481,11.0,5.0,35.0,0.860528527,54.0,35.0,0.0,0.8333333,9.0,2.8788417987706243,0
3.4666667,2.0,0.2027027,1.0,18.0,15.0,2.0,1.0,0.13333334,0.7027027,14.0,3.0,52.0,0.931744527,74.0,52.0,0.0,0.8666667,12.0,4.0,0
5.6363635,2.0,0.1375,1.0,49.0,11.0,2.0,1.0,0.18181819,0.775,10.0,7.0,62.0,0.947442759,80.0,62.0,0.0,0.72727275,7.0,3.0,0
6.0,2.0,0.12698413,1.0,26.0,8.0,2.0,2.0,0.25,0.7619048,7.0,3.0,48.0,0.916666667,63.0,48.0,0.0,0.625,4.0,3.0,0
10.083333,2.0,0.08571429,1.0,40.0,12.0,2.0,10.0,5.25,0.8642857,11.0,9.0,121.0,0.860528527,140.0,121.0,8.0,0.75,8.0,1.0,0
14.5,2.0,0.06,1.0,59.0,6.0,2.0,1.0,0.33333334,0.87,5.0,10.0,87.0,1.0,100.0,87.0,0.0,0.6666667,3.0,3.0,0
10.625,2.0,0.08,1.0,69.0,8.0,2.0,1.0,0.25,0.85,7.0,12.0,85.0,0.916666667,100.0,85.0,0.0,0.625,4.0,1.0,0
3.0,2.0,0.22666667,1.0,45.0,17.0,2.0,2.0,0.11764706,0.68,16.0,11.0,51.0,0.78765934,75.0,51.0,0.0,0.8235294,13.0,2.8788417987706243,0
3.2,2.0,0.21428572,1.0,38.0,15.0,2.0,1.0,0.13333334,0.6857143,14.0,7.0,48.0,0.89761679,70.0,48.0,0.0,0.8,11.0,1.0,0
7.2727275,2.0,0.1122449,1.0,24.0,11.0,2.0,1.0,0.18181819,0.81632656,10.0,7.0,80.0,0.947442759,98.0,80.0,0.0,0.72727275,7.0,4.0,0
2.2666667,2.0,0.26785713,1.0,33.0,15.0,2.0,1.0,1.4666667,0.60714287,14.0,0.0,34.0,0.850607753,56.0,34.0,0.0,0.8,11.0,2.8788417987706243,0
6.625,2.0,0.12403101,1.0,97.0,16.0,2.0,1.0,0.125,0.8217054,15.0,14.0,106.0,0.9375,129.0,106.0,0.0,0.8125,12.0,1.0,0
6.181818,2.0,0.12790698,1.0,21.0,11.0,2.0,1.0,0.18181819,0.7906977,10.0,7.0,68.0,0.947442759,86.0,68.0,0.0,0.72727275,7.0,3.0,0
8.6,2.0,0.097087376,1.0,32.0,10.0,2.0,1.0,0.2,0.83495146,9.0,7.0,86.0,0.939794001,103.0,86.0,1.0,0.7,6.0,2.8788417987706243,0
3.2307692,2.0,0.20967741,1.0,27.0,13.0,2.0,1.0,0.15384616,0.67741936,12.0,5.0,42.0,0.916849799,62.0,42.0,0.0,0.7692308,9.0,1.0,0
5.7,2.0,0.13513513,1.0,9.0,10.0,2.0,9.0,0.4,0.7702703,9.0,10.0,57.0,0.879588002,74.0,57.0,8.0,0.7,6.0,11.0,0
4.3333335,2.0,0.1724138,1.0,24.0,15.0,2.0,1.0,0.13333334,0.74712646,14.0,0.0,65.0,0.89761679,87.0,65.0,6.0,0.8,11.0,9.0,0
4.0,2.0,0.16981132,1.0,8.0,9.0,2.0,2.0,0.22222222,0.6792453,8.0,1.0,36.0,1.0,53.0,36.0,0.0,0.7777778,6.0,4.0,0
3.4666667,2.0,0.2027027,1.0,51.0,15.0,2.0,1.0,0.13333334,0.7027027,14.0,8.0,52.0,0.89761679,74.0,52.0,1.0,0.8,11.0,2.8788417987706243,0
3.6666667,2.0,0.19480519,1.0,49.0,15.0,2.0,2.0,0.13333334,0.71428573,11.0,11.0,55.0,0.79523358,77.0,55.0,1.0,0.8,11.0,2.8788417987706243,0
1.8125,2.0,0.30769232,1.0,17.0,16.0,2.0,1.0,0.125,0.5576923,15.0,1.0,29.0,0.9375,52.0,29.0,0.0,0.8125,12.0,2.0,0
7.111111,2.0,0.1125,1.0,45.0,9.0,2.0,1.0,0.22222222,0.8,8.0,7.0,64.0,0.929896694,80.0,64.0,0.0,0.6666667,5.0,2.0,0
4.0833335,2.0,0.1764706,1.0,43.0,12.0,2.0,2.0,0.16666667,0.7205882,11.0,8.0,49.0,0.860528527,68.0,49.0,0.0,0.8333333,9.0,2.8788417987706243,0
5.428571,2.0,0.13461539,1.0,23.0,7.0,2.0,1.0,0.2857143,0.7307692,6.0,2.0,38.0,1.0,52.0,38.0,0.0,0.71428573,4.0,2.0,0
2.642857,2.0,0.2413793,1.0,18.0,14.0,2.0,1.0,0.14285715,0.63793105,13.0,0.0,37.0,0.924957276,58.0,37.0,1.0,0.78571427,10.0,1.0,0
6.909091,2.0,0.11578947,1.0,58.0,11.0,2.0,1.0,0.18181819,0.8,10.0,9.0,76.0,0.894885518,95.0,76.0,0.0,0.72727275,7.0,4.0,0
8.6,2.0,0.09615385,1.0,69.0,10.0,2.0,1.0,2.2,0.8269231,9.0,5.0,86.0,0.856863624,104.0,86.0,2.0,0.7,6.0,1.0,0
5.214286,2.0,0.14893617,1.0,39.0,14.0,2.0,1.0,0.14285715,0.7765958,13.0,7.0,73.0,0.798230986,94.0,73.0,0.0,0.78571427,10.0,3.0,0
2.1333334,2.0,0.2777778,1.0,12.0,15.0,2.0,1.0,0.13333334,0.5925926,14.0,0.0,32.0,0.931744527,54.0,32.0,1.0,0.8666667,12.0,3.0,0
3.9333334,2.0,0.18518518,1.0,53.0,15.0,2.0,2.0,0.13333334,0.72839504,11.0,12.0,59.0,0.79523358,81.0,59.0,1.0,0.8,11.0,2.8788417987706243,0
3.3333333,2.0,0.20833333,1.0,37.0,15.0,2.0,1.0,0.13333334,0.6944444,14.0,2.0,50.0,0.884735489,72.0,50.0,0.0,0.8,11.0,2.0,0
6.8461537,2.0,0.119266056,1.0,71.0,13.0,2.0,1.0,0.15384616,0.8165138,12.0,16.0,89.0,0.833699597,109.0,89.0,2.0,0.7692308,9.0,2.0,0
4.3333335,2.0,0.16363636,1.0,20.0,9.0,2.0,1.0,2.1111112,0.7090909,8.0,2.0,39.0,1.0,55.0,39.0,0.0,0.7777778,6.0,1.0,0
2.25,2.0,0.27118644,1.0,26.0,16.0,2.0,2.0,1.375,0.6101695,15.0,1.0,36.0,0.8125,59.0,36.0,0.0,0.8125,12.0,2.8788417987706243,0
3.8461537,2.0,0.18571429,1.0,43.0,13.0,2.0,1.0,0.15384616,0.71428573,12.0,6.0,50.0,0.916849799,70.0,50.0,0.0,0.7692308,9.0,1.0,0
2.2777777,2.0,0.27272728,1.0,34.0,18.0,2.0,1.0,0.11111111,0.6212121,15.0,4.0,41.0,0.85671355,66.0,41.0,0.0,0.3888889,15.0,1.0,0
3.857143,2.0,0.18666667,1.0,21.0,14.0,2.0,2.0,1.1428572,0.72,13.0,3.0,54.0,0.887435914,75.0,54.0,1.0,0.78571427,10.0,3.0,0
3.8181818,2.0,0.18333334,1.0,16.0,11.0,2.0,1.0,0.18181819,0.7,10.0,2.0,42.0,0.947442759,60.0,42.0,0.0,0.72727275,7.0,3.0,0
8.4,2.0,0.0990099,1.0,77.0,10.0,2.0,1.0,0.2,0.83168316,9.0,10.0,84.0,0.856863624,101.0,84.0,0.0,0.7,6.0,1.0,0
5.214286,2.0,0.14893617,1.0,49.0,14.0,2.0,1.0,0.14285715,0.7765958,13.0,4.0,73.0,0.87327371,94.0,73.0,0.0,0.78571427,10.0,4.0,0
3.0714285,2.0,0.21875,1.0,41.0,14.0,2.0,1.0,0.14285715,0.671875,13.0,6.0,43.0,0.849914551,64.0,43.0,0.0,0.78571427,10.0,2.8788417987706243,0
14.857142,2.0,0.059322033,1.0,87.0,7.0,2.0,1.0,0.2857143,0.88135594,6.0,15.0,104.0,0.796453036,118.0,104.0,0.0,0.5714286,3.0,2.0,0
14.285714,2.0,0.06140351,1.0,84.0,7.0,2.0,1.0,0.2857143,0.877193,6.0,16.0,100.0,0.796453036,114.0,100.0,0.0,0.5714286,3.0,2.8788417987706243,0
3.25,2.0,0.20689656,1.0,34.0,12.0,2.0,1.0,0.16666667,0.67241377,11.0,4.0,39.0,1.0,58.0,39.0,0.0,0.75,8.0,1.0,0
2.7857144,2.0,0.23333333,1.0,16.0,14.0,2.0,1.0,0.14285715,0.65,13.0,0.0,39.0,0.87327371,60.0,39.0,0.0,0.78571427,10.0,3.0,0
2.3333333,2.0,0.26865673,1.0,35.0,18.0,2.0,1.0,0.11111111,0.6268657,15.0,4.0,42.0,0.85671355,67.0,42.0,0.0,0.3888889,15.0,1.0,0
3.8181818,2.0,0.18333334,1.0,14.0,11.0,2.0,1.0,0.18181819,0.7,10.0,2.0,42.0,0.947442759,60.0,42.0,0.0,0.72727275,7.0,3.0,0
3.8333333,2.0,0.18461539,1.0,21.0,12.0,2.0,1.0,0.16666667,0.7076923,11.0,3.0,46.0,1.0,65.0,46.0,0.0,0.75,8.0,3.0,0
5.9,2.0,0.13157895,1.0,15.0,10.0,2.0,2.0,0.2,0.7763158,9.0,2.0,59.0,0.819382003,76.0,59.0,0.0,0.7,6.0,6.0,0
2.375,2.0,0.26229507,1.0,23.0,16.0,2.0,1.0,0.125,0.6229508,15.0,3.0,38.0,0.863204883,61.0,38.0,0.0,0.8125,12.0,2.0,0
9.416667,2.0,0.09090909,1.0,40.0,12.0,2.0,8.0,4.5833335,0.8560606,11.0,7.0,113.0,0.860528527,132.0,113.0,7.0,0.75,8.0,1.0,0
3.6153846,2.0,0.19402985,1.0,24.0,13.0,2.0,2.0,0.15384616,0.70149255,12.0,4.0,47.0,0.916849799,67.0,47.0,0.0,0.7692308,9.0,1.0,0
4.909091,2.0,0.15068494,1.0,36.0,11.0,2.0,1.0,0.18181819,0.739726,10.0,4.0,54.0,0.894885518,73.0,54.0,0.0,0.72727275,7.0,4.0,0
6.3333335,2.0,0.12820514,1.0,77.0,15.0,2.0,1.0,0.13333334,0.8119658,14.0,14.0,95.0,0.931744527,117.0,95.0,0.0,0.8,11.0,2.0,0
8.875,2.0,0.093023255,1.0,61.0,8.0,2.0,1.0,0.25,0.8255814,7.0,10.0,71.0,0.916666667,86.0,71.0,0.0,0.625,4.0,2.0,0
3.2727273,2.0,0.2,1.0,11.0,11.0,2.0,1.0,0.18181819,0.6545454,10.0,2.0,36.0,1.0,55.0,36.0,0.0,0.72727275,7.0,5.0,0
2.3846154,3.0,0.25490198,2.0,14.0,13.0,3.0,2.0,0.15384616,0.60784316,11.0,2.0,31.0,0.875274698,51.0,31.0,0.0,0.53846157,6.0,1.0,0
3.235294,2.0,0.21518987,1.0,49.0,17.0,2.0,2.0,0.11764706,0.6962025,16.0,11.0,55.0,0.78765934,79.0,55.0,0.0,0.8235294,13.0,2.8788417987706243,0
3.2142856,3.0,0.21212122,2.0,44.0,14.0,3.0,2.0,2.642857,0.6818182,12.0,1.0,45.0,0.924957276,66.0,45.0,0.0,0.5714286,7.0,2.8788417987706243,0
5.5454545,2.0,0.1392405,1.0,55.0,11.0,2.0,2.0,0.18181819,0.7721519,10.0,12.0,61.0,0.717376392,79.0,61.0,0.0,0.8181818,8.0,2.8788417987706243,0
6.0,2.0,0.12987013,1.0,15.0,10.0,2.0,2.0,0.2,0.77922076,9.0,3.0,60.0,0.819382003,77.0,60.0,0.0,0.7,6.0,6.0,0
6.8333335,2.0,0.11881188,1.0,69.0,12.0,2.0,1.0,0.16666667,0.8118812,11.0,12.0,82.0,0.860528527,101.0,82.0,0.0,0.75,8.0,3.0,0
3.6,2.0,0.19736843,1.0,48.0,15.0,2.0,2.0,0.13333334,0.7105263,11.0,11.0,54.0,0.79523358,76.0,54.0,1.0,0.8,11.0,2.8788417987706243,0
5.1538463,2.0,0.14942528,1.0,56.0,13.0,2.0,1.0,0.15384616,0.77011496,12.0,8.0,67.0,0.875274698,87.0,67.0,0.0,0.7692308,9.0,2.8788417987706243,0
5.9,2.0,0.13157895,1.0,15.0,10.0,2.0,2.0,0.2,0.7763158,9.0,2.0,59.0,0.819382003,76.0,59.0,0.0,0.7,6.0,6.0,0
2.9166667,2.0,0.22222222,1.0,29.0,12.0,2.0,2.0,0.16666667,0.6481481,11.0,4.0,35.0,0.860528527,54.0,35.0,0.0,0.8333333,9.0,2.8788417987706243,0
7.6153846,2.0,0.1092437,1.0,20.0,13.0,2.0,5.0,5.769231,0.8319328,12.0,5.0,99.0,0.958424899,119.0,99.0,0.0,0.7692308,9.0,1.0,0
2.857143,2.0,0.22580644,1.0,39.0,14.0,2.0,1.0,1.1428572,0.6451613,13.0,2.0,40.0,0.887435914,62.0,40.0,0.0,0.78571427,10.0,2.8788417987706243,0
4.5833335,2.0,0.16216215,1.0,46.0,12.0,2.0,1.0,0.16666667,0.7432432,11.0,6.0,55.0,0.953509509,74.0,55.0,0.0,0.75,8.0,1.0,0
2.4,2.0,0.25862068,1.0,22.0,15.0,2.0,1.0,0.13333334,0.62068963,14.0,3.0,36.0,0.884735489,58.0,36.0,0.0,0.8,11.0,2.0,0
6.625,2.0,0.11764706,1.0,46.0,8.0,2.0,1.0,0.25,0.7794118,7.0,6.0,53.0,0.916666667,68.0,53.0,0.0,0.625,4.0,1.0,0
4.2,2.0,0.16949153,1.0,13.0,10.0,2.0,1.0,0.2,0.7118644,6.0,1.0,42.0,1.0,59.0,42.0,2.0,0.7,6.0,4.0,0
4.1,2.0,0.1724138,1.0,15.0,10.0,2.0,1.0,0.2,0.70689654,9.0,3.0,41.0,1.0,58.0,41.0,0.0,0.7,6.0,2.0,0
3.6,2.0,0.18867925,1.0,12.0,10.0,2.0,1.0,0.2,0.6792453,9.0,1.0,36.0,0.939794001,53.0,36.0,1.0,0.7,6.0,4.0,0
5.090909,2.0,0.14864865,1.0,42.0,11.0,2.0,2.0,3.4545455,0.7567568,10.0,2.0,56.0,0.842328277,74.0,56.0,0.0,0.72727275,7.0,1.0,0
4.0,2.0,0.17910448,1.0,22.0,12.0,2.0,1.0,0.16666667,0.7164179,11.0,3.0,48.0,0.860528527,67.0,48.0,0.0,0.75,8.0,3.0,0
7.285714,2.0,0.10769231,1.0,36.0,7.0,2.0,1.0,0.2857143,0.7846154,6.0,6.0,51.0,1.0,65.0,51.0,0.0,0.71428573,4.0,2.0,0
4.3636365,2.0,0.16666667,1.0,19.0,11.0,2.0,1.0,0.18181819,0.72727275,10.0,3.0,48.0,0.947442759,66.0,48.0,0.0,0.72727275,7.0,3.0,0
5.0,2.0,0.14925373,1.0,10.0,10.0,2.0,1.0,0.2,0.74626863,6.0,1.0,50.0,1.0,67.0,50.0,1.0,0.7,6.0,6.0,0
4.111111,2.0,0.16981132,1.0,30.0,9.0,2.0,2.0,2.8888888,0.6981132,5.0,1.0,37.0,0.859793388,53.0,37.0,1.0,0.7777778,5.0,2.8788417987706243,0
11.666667,2.0,0.072289154,1.0,41.0,6.0,2.0,1.0,0.33333334,0.8433735,5.0,10.0,70.0,1.0,83.0,70.0,0.0,0.6666667,3.0,3.0,0
3.7142856,2.0,0.19178082,1.0,27.0,14.0,2.0,2.0,0.14285715,0.7123288,13.0,3.0,52.0,0.760709623,73.0,52.0,2.0,0.78571427,10.0,2.0,0
3.8333333,3.0,0.18461539,2.0,13.0,12.0,3.0,3.0,0.16666667,0.7076923,9.0,1.0,46.0,0.860528527,65.0,46.0,0.0,0.33333334,6.0,4.0,0
3.5333333,3.0,0.2,2.0,22.0,15.0,3.0,2.0,0.13333334,0.70666665,13.0,7.0,53.0,0.769470978,75.0,53.0,0.0,0.6,8.0,2.0,0
6.857143,2.0,0.11965812,1.0,66.0,14.0,2.0,2.0,0.14285715,0.82051283,13.0,12.0,96.0,0.87327371,117.0,96.0,0.0,0.78571427,10.0,5.0,0
5.9,2.0,0.13157895,1.0,41.0,10.0,2.0,1.0,0.2,0.7763158,9.0,5.0,59.0,0.879588002,76.0,59.0,0.0,0.8,7.0,2.0,0
1.5555556,2.0,0.33962265,1.0,21.0,18.0,2.0,1.0,0.11111111,0.5283019,15.0,2.0,28.0,0.85671355,53.0,28.0,0.0,0.3888889,15.0,1.0,0
5.5833335,2.0,0.13953489,1.0,18.0,12.0,2.0,4.0,0.16666667,0.7790698,11.0,6.0,67.0,0.907019018,86.0,67.0,0.0,0.8333333,9.0,4.0,0
2.75,2.0,0.23076923,1.0,7.0,12.0,2.0,2.0,0.16666667,0.63461536,11.0,1.0,33.0,0.796490491,52.0,33.0,1.0,0.8333333,9.0,3.0,0
9.142858,3.0,0.093959734,2.0,74.0,14.0,3.0,2.0,1.3571428,0.8590604,12.0,12.0,128.0,0.924957276,149.0,128.0,0.0,0.5714286,7.0,5.0,0
2.142857,2.0,0.26923078,1.0,12.0,14.0,2.0,1.0,0.14285715,0.5769231,12.0,2.0,30.0,0.821590144,52.0,30.0,0.0,0.5,10.0,2.0,0
5.0,2.0,0.15189873,1.0,40.0,12.0,2.0,1.0,0.16666667,0.75949365,11.0,5.0,60.0,0.907019018,79.0,60.0,0.0,0.75,8.0,2.0,0
3.2857144,2.0,0.20895523,1.0,34.0,14.0,2.0,1.0,0.14285715,0.6865672,13.0,4.0,46.0,0.798230986,67.0,46.0,0.0,0.78571427,10.0,2.0,0
3.2666667,3.0,0.2112676,2.0,21.0,15.0,3.0,2.0,0.13333334,0.69014084,13.0,6.0,49.0,0.769470978,71.0,49.0,0.0,0.6,8.0,2.0,0
4.8,2.0,0.15151516,1.0,20.0,10.0,2.0,2.0,1.3,0.72727275,9.0,2.0,48.0,1.0,66.0,48.0,0.0,0.7,6.0,2.0,0
3.5384614,2.0,0.1969697,1.0,23.0,13.0,2.0,1.0,0.15384616,0.6969697,12.0,5.0,46.0,0.916849799,66.0,46.0,0.0,0.7692308,9.0,1.0,0
4.1666665,2.0,0.17391305,1.0,41.0,12.0,2.0,1.0,0.16666667,0.7246377,11.0,7.0,50.0,0.953509509,69.0,50.0,0.0,0.75,8.0,1.0,0
6.357143,2.0,0.12727273,1.0,62.0,14.0,2.0,2.0,0.14285715,0.8090909,13.0,9.0,89.0,0.87327371,110.0,89.0,0.0,0.78571427,10.0,5.0,0
6.818182,2.0,0.11827957,1.0,69.0,11.0,2.0,2.0,0.18181819,0.8064516,10.0,16.0,75.0,0.717376392,93.0,75.0,0.0,0.8181818,8.0,2.8788417987706243,0
13.666667,2.0,0.06557377,1.0,40.0,12.0,2.0,19.0,8.833333,0.89617485,11.0,18.0,164.0,0.860528527,183.0,164.0,10.0,0.75,8.0,1.0,0
2.5,2.0,0.25,1.0,13.0,14.0,2.0,1.0,0.14285715,0.625,13.0,1.0,35.0,0.798230986,56.0,35.0,0.0,0.78571427,10.0,2.0,0
4.875,2.0,0.14814815,1.0,32.0,8.0,2.0,1.0,0.25,0.7222222,7.0,4.0,39.0,0.916666667,54.0,39.0,0.0,0.625,4.0,1.0,0
4.8461537,2.0,0.15662651,1.0,48.0,13.0,2.0,1.0,0.15384616,0.7590361,12.0,9.0,63.0,0.916849799,83.0,63.0,0.0,0.7692308,9.0,1.0,0
4.5,2.0,0.16129032,1.0,16.0,10.0,2.0,2.0,0.2,0.7258065,9.0,3.0,45.0,0.939794001,62.0,45.0,0.0,0.7,6.0,4.0,0
4.6,2.0,0.15873016,1.0,16.0,10.0,2.0,2.0,0.2,0.73015875,9.0,3.0,46.0,0.939794001,63.0,46.0,0.0,0.7,6.0,4.0,0
6.0,2.0,0.12987013,1.0,15.0,10.0,2.0,2.0,0.2,0.77922076,9.0,3.0,60.0,0.819382003,77.0,60.0,0.0,0.7,6.0,6.0,0
6.6,2.0,0.12048193,1.0,53.0,10.0,2.0,1.0,0.2,0.79518074,9.0,6.0,66.0,0.939794001,83.0,66.0,0.0,0.7,6.0,3.0,0
7.2,2.0,0.11235955,1.0,59.0,10.0,2.0,1.0,0.2,0.80898875,9.0,8.0,72.0,0.939794001,89.0,72.0,0.0,0.7,6.0,3.0,0
5.7,2.0,0.13333334,1.0,16.0,10.0,2.0,1.0,0.2,0.76,9.0,2.0,57.0,1.0,75.0,57.0,1.0,0.7,6.0,7.0,0
7.8,2.0,0.10526316,1.0,57.0,10.0,2.0,1.0,0.2,0.8210526,9.0,10.0,78.0,0.879588002,95.0,78.0,0.0,0.7,6.0,3.0,0
3.1666667,2.0,0.21052632,1.0,23.0,12.0,2.0,2.0,0.16666667,0.6666667,10.0,5.0,38.0,0.907019018,57.0,38.0,1.0,0.5833333,8.0,1.0,0
9.0,2.0,0.093457945,1.0,78.0,10.0,2.0,2.0,7.4,0.8411215,9.0,1.0,90.0,0.796657624,107.0,90.0,0.0,0.7,6.0,1.0,0
5.2727275,2.0,0.14473684,1.0,29.0,11.0,2.0,2.0,0.18181819,0.7631579,8.0,5.0,58.0,1.0,76.0,58.0,1.0,0.72727275,7.0,2.8788417987706243,0
3.4166667,2.0,0.2,1.0,25.0,12.0,2.0,1.0,0.16666667,0.68333334,11.0,4.0,41.0,1.0,60.0,41.0,0.0,0.75,8.0,1.0,0
4.7272725,2.0,0.15714286,1.0,51.0,11.0,2.0,1.0,4.2727275,0.74285716,10.0,4.0,52.0,0.894885518,70.0,52.0,0.0,0.8181818,8.0,2.8788417987706243,0
3.3333333,2.0,0.20833333,1.0,49.0,15.0,2.0,1.0,0.13333334,0.6944444,14.0,8.0,50.0,0.89761679,72.0,50.0,1.0,0.8,11.0,2.8788417987706243,0
3.25,2.0,0.20689656,1.0,12.0,12.0,2.0,1.0,0.16666667,0.67241377,9.0,2.0,39.0,1.0,58.0,39.0,1.0,0.75,8.0,5.0,0
1.8125,2.0,0.30769232,1.0,13.0,16.0,2.0,1.0,0.125,0.5576923,15.0,0.0,29.0,0.863204883,52.0,29.0,0.0,0.8125,12.0,2.0,0
4.9,3.0,0.15151516,2.0,13.0,10.0,3.0,3.0,0.2,0.74242425,8.0,2.0,49.0,0.796657624,66.0,49.0,0.0,0.4,3.0,3.0,0
3.3333333,2.0,0.20338982,1.0,32.0,12.0,2.0,1.0,0.16666667,0.6779661,11.0,5.0,40.0,0.953509509,59.0,40.0,0.0,0.75,8.0,1.0,0
4.0833335,2.0,0.1764706,1.0,41.0,12.0,2.0,2.0,3.1666667,0.7205882,11.0,1.0,49.0,0.907019018,68.0,49.0,1.0,0.75,8.0,2.8788417987706243,0
8.1,2.0,0.1010101,1.0,68.0,10.0,2.0,1.0,1.3,0.8181818,9.0,8.0,81.0,0.856863624,99.0,81.0,3.0,0.7,6.0,1.0,0
4.5,2.0,0.16666667,1.0,48.0,14.0,2.0,1.0,0.14285715,0.75,13.0,6.0,63.0,0.798230986,84.0,63.0,0.0,0.78571427,10.0,2.0,0
4.7,2.0,0.15625,1.0,13.0,10.0,2.0,1.0,0.2,0.734375,6.0,1.0,47.0,1.0,64.0,47.0,2.0,0.7,6.0,2.8788417987706243,0
2.0625,2.0,0.2857143,1.0,18.0,16.0,2.0,2.0,0.125,0.58928573,15.0,3.0,33.0,0.894454883,56.0,33.0,0.0,0.8125,12.0,1.0,0
6.5384617,2.0,0.123809524,1.0,67.0,13.0,2.0,1.0,0.15384616,0.8095238,12.0,9.0,85.0,0.818007335,105.0,85.0,0.0,0.84615386,10.0,2.8788417987706243,0
4.625,2.0,0.15384616,1.0,30.0,8.0,2.0,1.0,0.25,0.71153843,7.0,6.0,37.0,0.916666667,52.0,37.0,0.0,0.625,4.0,1.0,0
4.1538463,2.0,0.17567568,1.0,45.0,13.0,2.0,2.0,3.1538463,0.7297297,12.0,4.0,54.0,0.833699597,74.0,54.0,0.0,0.7692308,9.0,1.0,0
11.375,2.0,0.0754717,1.0,86.0,8.0,2.0,1.0,0.25,0.8584906,7.0,15.0,91.0,0.916666667,106.0,91.0,0.0,0.625,4.0,1.0,0
3.05,2.0,0.22727273,1.0,16.0,20.0,2.0,3.0,0.35,0.6931818,19.0,3.0,61.0,0.84370662,88.0,61.0,0.0,0.85,16.0,5.0,0
4.6666665,2.0,0.16,1.0,50.0,12.0,2.0,2.0,0.16666667,0.74666667,11.0,8.0,56.0,0.860528527,75.0,56.0,0.0,0.8333333,9.0,2.8788417987706243,0
7.0,2.0,0.1125,1.0,47.0,9.0,2.0,1.0,2.4444444,0.7875,5.0,6.0,63.0,0.929896694,80.0,63.0,0.0,0.7777778,5.0,2.0,0
3.0,2.0,0.21818182,1.0,31.0,12.0,2.0,1.0,0.16666667,0.6545454,11.0,6.0,36.0,1.0,55.0,36.0,0.0,0.75,8.0,1.0,0
2.9166667,2.0,0.22222222,1.0,15.0,12.0,2.0,1.0,0.16666667,0.6481481,11.0,2.0,35.0,1.0,54.0,35.0,0.0,0.75,8.0,3.0,0
13.916667,2.0,0.06451613,1.0,40.0,12.0,2.0,14.0,9.083333,0.89784944,11.0,13.0,167.0,0.860528527,186.0,167.0,11.0,0.75,8.0,1.0,0
4.6,2.0,0.15873016,1.0,32.0,10.0,2.0,2.0,0.2,0.73015875,9.0,6.0,46.0,0.819382003,63.0,46.0,0.0,0.7,6.0,2.8788417987706243,0
2.5882354,3.0,0.25,2.0,30.0,17.0,3.0,3.0,0.11764706,0.64705884,15.0,6.0,44.0,0.776795596,68.0,44.0,2.0,0.64705884,10.0,2.0,0
1.75,2.0,0.3137255,1.0,17.0,16.0,2.0,1.0,0.125,0.54901963,15.0,1.0,28.0,0.9375,51.0,28.0,0.0,0.8125,12.0,2.0,0
4.0833335,2.0,0.1764706,1.0,22.0,12.0,2.0,1.0,0.16666667,0.7205882,11.0,3.0,49.0,0.860528527,68.0,49.0,0.0,0.75,8.0,3.0,0
3.5333333,2.0,0.2,1.0,52.0,15.0,2.0,1.0,0.13333334,0.70666665,14.0,8.0,53.0,0.89761679,75.0,53.0,1.0,0.8,11.0,2.8788417987706243,0
2.0,2.0,0.29310346,1.0,14.0,17.0,2.0,1.0,0.11764706,0.5862069,16.0,1.0,34.0,0.884870333,58.0,34.0,0.0,0.8235294,13.0,2.0,0
9.428572,2.0,0.0875,1.0,65.0,7.0,2.0,1.0,0.2857143,0.825,5.0,11.0,66.0,0.898226518,80.0,66.0,1.0,0.71428573,3.0,2.8788417987706243,0
9.090909,2.0,0.09322034,1.0,52.0,11.0,2.0,1.0,0.18181819,0.84745765,10.0,9.0,100.0,0.947442759,118.0,100.0,0.0,0.72727275,7.0,4.0,0
4.6153846,2.0,0.1625,1.0,42.0,13.0,2.0,1.0,0.15384616,0.75,12.0,6.0,60.0,0.833699597,80.0,60.0,0.0,0.7692308,9.0,2.0,0
